Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m),TTC (s)
0.0,8.808552074432374,7.056000137329103,7.056000137329103,16.00869127557083,0.0,0.0,107.0,133.0,123.0,133.42500305175778,2.446820020675659,1.9600000381469729,,,,,1.717825363652256,32.88353603945813
0.05,8.17480831159197,8.820000171661377,7.938000154495238,16.008990277622313,0.1276656985282898,0.1126999855041504,107.0,133.0,123.0,133.42500305175778,2.270780086553325,2.450000047683716,-3.5207986824466797,9.800000190734858,,,0.5819302496999335,inf
0.1,4.181039857895168,10.584000205993652,8.820000171661377,16.007889197602946,0.20566119998693466,0.2498999983072281,107.0,133.0,123.0,133.42500305175778,1.1613999605264356,2.940000057220459,-22.18760252053779,9.800000190734863,,,0.0,inf
0.15000000000000002,1.82185549736748,10.747439861297607,9.301860094070436,16.006343845814875,0.2426491007208824,0.40529029071331024,107.0,133.0,123.0,133.42500305175778,0.5060709714909667,2.9853999614715576,-13.106579780709373,0.9079980850219723,,,0.0,inf
0.2,0.483458411697877,7.768655776977542,8.995219230651855,16.005689852849482,0.2559195011854172,0.5298077911138535,107.0,133.0,123.0,133.42500305175778,0.13429400324941027,2.1579599380493173,-7.43553936483113,-16.54880046844481,,,0.0,inf
0.25,0.2289600133898354,4.8947761058807435,8.311812043190004,16.005706728567656,0.2561644017696381,0.6134719923138618,107.0,133.0,123.0,133.42500305175778,0.06360000371939872,1.3596600294113177,-1.413879990600231,-15.965998172759996,,,0.0,inf
0.30000000000000004,0.5667335987092658,0.2858883018613525,7.165251508714483,16.00584300032318,0.2624727040529251,0.6421069949865341,107.0,133.0,123.0,133.42500305175778,0.1574259996414627,0.07941341718370902,1.8765199184412777,-25.60493224455215,,,0.010605161071241896,205.14372244714852
0.35000000000000003,0.6878411829474055,1.2601333397479657,6.427111737593668,16.00582666901001,0.2715299017727375,0.6545059978961945,107.0,133.0,123.0,133.42500305175778,0.19106699526316817,0.3500370388188794,0.6728199124341095,5.412472432703408,,,0.0,inf
0.4,0.6899688184261447,1.8184629654651103,5.915039651801607,16.005770399635903,0.2811941020190716,0.6770130023360252,107.0,133.0,123.0,133.42500305175778,0.1916580051183735,0.5051286015180861,0.011820197104106537,3.101831253984136,,,0.0,inf
0.45,0.6322392046452278,2.0269728720120805,5.526232973822653,16.005708366133963,0.2903391011059284,0.7043372988700867,107.0,133.0,123.0,133.42500305175778,0.17562200129034103,0.5630480200033557,-0.32072007656064944,1.1583883697053923,-0.18666064469991633,,0.0,inf
0.5,0.5494175791744689,1.9688721142311905,5.017520171512863,16.00566423042808,0.29844460263848305,0.7322819977998734,107.0,133.0,123.0,133.42500305175778,0.15261599421513025,0.5469089206197751,-0.46012014150421565,-0.3227819876716121,-0.27049940388025423,,0.0,inf
